#CSB for Windows/Linux Version 15.7
#                  0001 --> Turn Left
#                  0002 --> Turn Right
#                  0003 --> Move Forward
#                  0004 --> Slide Right
#                  0005 --> Move Backward
#                  0006 --> Slide Left
#                  000b --> Leave Inventory Screen
#                  0046 --> Click mouth to feed
#                  0047 --> Click eye to show skills
#                  0050 --> Click in Viewport
#                  0053 --> Select Inventory Screen
#                  006f --> Select Attack Character/option
#                  008c --> Select Disk option from inventory
#                  0093 --> Freeze Game
#                  0094 --> un-Freeze Game
#                  00c9 --> Resume (at prison door)
#                  00d2 --> First Menu option
#                  00d3 --> Second Menu Option
#                  00d4 --> Third Menu Option
#                  0add --> Mouse button up
#                  6665 --> Version Signiture
#                  6666 --> Graphics Signiture
#                  6667 --> Dungeon Signiture
#                  6668 --> SaveGame Signiture
#                  6669 --> LoadGame Signiture
#                  666a --> CSBGraphic Signiture
#                  ffff --> Drag out of chartacter order area
## Parameters you can change
##   #[No]DMRules
##   #[No]ExtraTicks
##   #[No]SpeedLimit //Quick Play
##   #[No]Sleep //Skip over any delays for flashing buttons, etc
##   #FastVBLnn // Set VBL multiplier (go fast); If not equal one then
##              // Only display every third frame.  99 is a special case
##              // that goes fast AND displays every frame
##   #TimerTrace<On/Off>
##   #AITrace<On/Off>
##   #DSATrace<On/Off>
00001281 0000 0000 0002 66e3d425
00001285 0091 008a 0050 198bd863
00001286 0000 0000 0add a9e4b0b5
00001287 0000 0000 0053 f87bc595
00001288 0000 0000 0add e395d59a
0000128b 1354 c22a 6666 65e80840
0000128b 0000 0000 002f 3132f34b
0000128c 0000 0000 0add b4637e74
0000128c 0000 0000 000b b4637e74
0000128d 0000 0000 0add 4ef19caa
00001291 009c 0093 0050 20b188c8
00001292 0000 0000 0add ec0216ec
00001294 0083 008a 0050 9a82c653
00001295 0000 0000 0add c1281ca7
00001295 006e 008c 0050 c1281ca7
00001296 0000 0000 0add ca2108d3
0000129a 0000 0000 0002 cce71ba8
0000129c 0000 0000 0003 bcfdb987
0000129f 0000 0000 0001 41fcd16e
000012a2 0000 0000 0003 d5528ada
000012a4 0000 0000 0003 80d1753d
000012a7 0000 0000 0053 1255117c
000012a8 0000 0000 0add 6402cbda
000012ac 4210 c71e 6665 60b01810
000012ac 0000 0000 2223 e8929adb
000012ac 3900 7841 6668 404f202e
000012ad 5596 27a6 6668 73efc689
000012ad 0051 0065 000b 73efc689
000012ae 0000 0000 0add f8b3b9f7
000012b6 00f1 0038 0064 d328d446
000012b7 0000 0000 0add 6a146cd0
000012b8 00f1 0038 0064 02da50bf
000012b9 0000 0000 0add b8b39977
000012bb 010c 0044 0064 91626292
000012bc 0000 0000 0add 69266f93
000012c1 010c 0044 0064 1f9519a7
000012c2 0000 0000 0add 628f5b7e
000012cd 011d 002d 0064 74717156
000012ce 0000 0000 0add 1996f0c5
000012d3 00f1 0038 0064 15425ddf
000012d4 0000 0000 0add 9c5cc14e
000012d6 011b 0038 0064 b251a765
000012d7 0000 0000 0add b4245723
000012da 010c 0044 0064 24b7afd2
000012db 0000 0000 0add 1a5f0893
000012ed 0000 0000 0003 ad8ff431
000012ef 0000 0000 0003 a318aeaa
000012f0 0000 0000 0002 59338bd7
000012f4 0000 0000 0003 a05bc7f5
000012f6 0000 0000 0001 e7423a8d
000012fa 0000 0000 0002 92346e31
00001301 00f3 0067 006f 9d59f58b
00001302 0000 0000 0add 8cd3a1c0
00001306 00f3 0067 006f 8539d480
00001307 0000 0000 0add d52ddbd9
00001308 0000 0000 0005 ab232711
0000130c 0108 0067 006f cdb17976
0000130d 0000 0000 0add 10d2713c
00001311 0108 005b 006f efb86b4e
00001312 0000 0000 0add 61d46a6f
00001312 0000 0000 0004 61d46a6f
00001313 0000 0000 0001 06ba76d3
00001315 0200 002e 0064 4a919e26
00001316 00ef 0037 0093 820ca4df
00001316 00b0 0080 0094 820ca4df
00001317 0000 0000 0add 710d78cf
0000131a 0000 0000 0002 06e981e9
0000131d 0000 0000 0001 7a22831c
0000131f 0000 0000 0001 902a1ec0
00001321 0000 0000 0002 b9cd0eef
00001323 0000 0000 0003 b99aefc4
00001324 0000 0000 0002 6efa01f0
00001327 0000 0000 0003 692de581
0000132a 0000 0000 0001 c7a97ef9
0000132e 0000 0000 0002 4a4a962e
00001331 0000 0000 0003 182c413b
00001334 0000 0000 0002 23e1d403
00001336 0000 0000 0001 b80e1fdd
0000133e 0000 0000 0001 c4fd95de
00001341 0000 0000 0006 0897ed0d
00001343 0000 0000 0003 cc39b9d1
00001345 0000 0000 0003 1e7aa0ff
00001347 0000 0000 0003 eaf8db00
00001349 0000 0000 0001 a382517e
0000134d 0000 0000 0003 9206a628
00001353 0044 009e 0050 42f4a6db
00001354 0000 0000 0add 03d95732
00001355 0000 0000 0053 e5acf598
00001356 0000 0000 0add 1b964117
0000135a 0000 0000 0031 b9877396
0000135b 1354 c22a 6666 21600e41
0000135b 0000 0000 0add 35f0e778
0000135b 0000 0000 000b 35f0e778
0000135c 0000 0000 0add 27735862
0000135d 0000 0000 0002 f436cf51
0000135e 0000 0000 0002 448aed6c
00001360 0000 0000 0003 8c1d191f
00001362 0000 0000 0001 293070cc
00001364 0000 0000 0003 2ed54b75
00001368 0000 0000 0002 a91828c5
0000136b 0000 0000 0001 ce349652
0000136d 0000 0000 0003 75509a34
0000136f 0000 0000 0003 75ebe67e
00001370 0000 0000 0001 16e5dc7a
00001373 0000 0000 0002 345d162c
00001374 0000 0000 0002 586c2ea4
0000137d 0000 0004 2221 e44c0102
0000137d 0000 0000 0002 74a59239
00001381 0000 0000 0002 aa0a0953
00001386 0000 0000 0002 a949a0e0
00001387 0000 0000 0002 fd2abb81
0000138a 0000 0000 0003 dd3c459b
0000138c 0000 0000 0003 f9018635
0000138e 0000 0000 0001 0a87e3c3
00001391 0000 0000 0002 46f4f1f9
00001397 0000 0000 0003 176168b7
00001399 0000 0000 0002 3d2265e4
0000139d 0000 0000 0002 0c3995e6
000013a0 0000 0000 0003 c808d1c4
000013a4 0000 0000 0002 5ecdc7f6
000013a8 0000 0000 0001 e1c8cd57
000013ab 0000 0000 0003 24561ad6
000013ad 0000 0000 0003 058ab782
000013af 0000 0000 0001 049915c9
000013b2 0000 0000 0003 680acd5f
000013b4 0000 0000 0003 20a7a72c
000013ba 0000 0000 0003 1c6492bb
000013bd 0000 0000 0002 9d1cca1f
000013c0 0000 0000 0001 aab4c632
000013c2 0000 0000 0003 7c922726
000013c4 0000 0000 0003 0b653560
000013c7 0000 0000 0003 7096bab4
000013ce 006f 008a 0050 818c8a0c
000013cf 0000 0000 0add c95621b5
000013cf 006f 008a 0050 c95621b5
000013d0 0000 0000 0add b5d798f3
000013d0 006f 008a 0050 b5d798f3
000013d1 0000 0000 0add 8cecdc01
000013d4 0000 0000 0001 dc241ef6
000013d8 0000 0000 0005 4d01985c
000013e1 0000 0000 0003 0ed16c21
000013e4 0000 0000 0002 c25c58ae
000013e7 0000 0000 0001 aa9d9351
000013e9 0000 0000 0003 5766de99
000013eb 0000 0000 0002 69b5d4aa
000013f0 0000 0000 0001 c859e97e
000013f5 0000 0000 0003 3038676e
000013f8 0000 0000 0003 ff263323
000013fb 006f 008a 0050 ee9d976a
000013fc 0000 0000 0add 0117dd33
000013fd 0000 0000 0001 429b1032
00001403 0000 0000 0001 7853fae1
00001405 0000 0000 0003 af45562f
00001407 0000 0000 0002 a1e7fc18
0000140b 0000 0000 0003 445ae682
0000140d 0000 0000 0003 d677b895
0000140f 0000 0000 0003 d5a52bed
00001410 0000 0000 0002 914a1d75
00001413 0000 0000 0003 572f29ab
00001415 0000 0000 0003 c532bcf7
00001417 0000 0000 0002 96290db6
00001422 0000 0000 0002 62944ecd
00001426 0000 0000 0001 f309be65
00001429 0000 0000 0002 58816484
0000142b 0000 0000 0003 34e1e83a
0000142d 0000 0000 0003 39b3c9e3
0000142f 0000 0000 0001 4f4b0344
00001431 0000 0000 0003 281d8b53
00001433 0000 0000 0003 f4747e43
00001435 0000 0000 0003 979fc6a1
00001437 0000 0000 0001 3bc1e306
00001439 0000 0000 0001 e842be91
0000143b 0000 0000 0001 99d7b794
0000143e 0000 0000 0002 fce13907
0000143f 0000 0000 0002 e4f6c540
00001442 0000 0000 0002 db050627
00001445 0000 0000 0002 11e4794e
0000144f 0000 0000 0002 2f9051f4
00001454 0000 0000 0002 391a1111
00001459 0000 0000 0004 cc840795
0000145c 0000 0000 0003 cf14624c
0000145e 0000 0000 0003 42b7446f
00001460 0000 0000 0003 98ed4cbd
00001462 0000 0000 0001 867f2e59
00001465 1354 c22a 6666 c90c2a04
00001465 0000 0000 0003 b1e2fabf
00001467 0000 0000 0004 b58f9049
00001475 0000 0000 0003 463f06f5
00001477 0000 0000 0005 e65a2009
00001479 0000 0000 0001 fb052b28
0000147b 1354 c22a 6666 b21c2255
0000147b 0000 0000 0003 420a66fc
0000147d 0000 0000 0006 9e644133
0000147f 0000 0000 0003 e4a5711b
00001481 0000 0000 0003 547d9757
00001483 0000 0000 0002 7d1f8b5c
00001486 0000 0000 0006 1a273d34
0000148a 00f3 0067 006f 77b06dea
0000148b 0000 0000 0add 47104726
0000148b 0000 0000 0002 47104726
00001494 00f3 0067 006f c48c36c6
00001495 0000 0000 0add fb527072
00001496 0000 0000 0006 9eff5fb9
00001498 0108 0067 006f 886252f0
00001499 0000 0000 0add 94bb93a1
0000149b 0000 0000 0002 8ba7a6f4
0000149c 0108 005b 006f 3ba4878f
0000149d 0000 0000 0add 3754a1f5
0000149e 0000 0000 0006 605be07d
000014a2 0108 0067 006f c113cd18
000014a3 0000 0000 0add c7062adb
000014ad 0108 005b 006f b20be3d0
000014ae 0000 0000 0add d0944209
000014af 0000 0000 0004 43017478
000014b0 00f3 0067 006f 7b812cca
000014b1 0000 0000 0add f310331e
000014b3 0000 0000 0001 8afc1b76
000014b4 00f3 0067 006f f558c98b
000014b5 0000 0000 0add 28f6057c
000014b8 0108 0067 006f 182a19df
000014b9 0000 0000 0add 19e0a2f5
000014ba 0108 005b 006f 87ad107a
000014bb 0000 0000 0add c3e5a0e1
000014bc 0000 0000 0004 559aabd8
000014be 00f5 0061 006f ff4fd17a
000014bf 0000 0000 0add 1dcf7ea1
000014c3 0000 0000 0001 9b8aa318
000014c4 00f3 0067 006f f9fc68cc
000014c5 0000 0000 0add 40979dd7
000014c6 0000 0000 0004 ae6aeebb
000014c8 0108 0067 006f e7d4de54
000014c9 0000 0000 0add f72b8d97
000014c9 0000 0000 0001 f72b8d97
000014cb 0108 005b 006f 87cf840c
000014cc 0000 0000 0add 08d50f3f
000014cd 0000 0000 0004 b3ed0607
000014d1 0101 0061 006f f3d7a650
000014d2 0000 0000 0add a4fbc0f4
000014d3 0000 0000 0001 8184e782
000014d6 0000 0000 0002 4f128d39
000014d8 0108 005b 006f 603c6a9f
000014d9 0000 0000 0add d4d7bbb9
000014da 0000 0000 0006 bd02ed6e
000014dc 00f3 0067 006f 0c2f9e08
000014dd 0000 0000 0add eb60afc7
000014dd 00f3 0067 006f eb60afc7
000014de 0000 0000 0add e21cc620
000014df 0000 0000 0004 3c895a0d
000014e4 0000 0000 0001 d06dc6b2
000014e6 0000 0000 0003 0cf273d1
000014e7 0000 0000 0002 efa279af
000014eb 0049 008a 0050 86ce80dd
000014ec 0000 0000 0add 12f530d1
000014ed 0000 0000 0053 1483ee94
000014ee 0000 0000 0add 131a85e1
000014f0 0000 0000 0036 6c3bc359
000014f1 0000 0000 0add 8a8a0225
000014f4 0000 0000 000b 89f05579
000014f5 0000 0000 0add 818e8cb9
000014f7 0000 0000 0002 b32a34cf
000014fa 0000 0000 0002 7f5dcc0c
00001505 012b 002d 0064 013c81d3
00001506 0000 0000 0add d83eaee0
00001510 011b 0038 0064 2d858310
00001511 0000 0000 0add 6d11ecc6
00001512 010c 0044 0064 fc2c8498
00001513 0000 0000 0add 86502f67
00001527 0139 002d 0064 38fd9647
00001528 0000 0000 0add 72f69c04
0000152d 010c 0044 0064 c254f297
0000152e 0000 0000 0add 07fa6f0f
00001536 00ee 002d 0064 e7773fe9
00001537 0000 0000 0add f2c294b2
0000153b 00ff 0038 0064 fbedffc7
0000153c 0000 0000 0add f1210736
0000153c 00f1 0038 0064 f1210736
0000153d 0000 0000 0add 8790573a
00001540 00f1 0038 0064 302bc671
00001541 0000 0000 0add f093380c
0000154b 0000 0000 0053 41ffe980
0000154c 0000 0000 0add e31e4832
0000154f 0000 0000 0091 ae3733f8
0000155b 0000 0000 0add f942dc9d
000015db 00b4 003c 0092 43b717c1
000015dd 0000 0000 0add 06a5e76a
000015e3 00f1 0038 0064 f044fdae
000015e4 0000 0000 0add ad86507c
000015e8 00ff 0038 0064 312262dd
000015e9 0000 0000 0add ec37fbb6
000015f5 0139 002d 0064 83e8bb3b
000015f6 0000 0000 0add 86e82c30
000015fe 00ff 0038 0064 6006d982
000015ff 0000 0000 0add 85e85e21
00001601 011b 0038 0064 40291df2
00001602 0000 0000 0add 331b0ad9
00001603 010c 0044 0064 4241fb1b
00001604 0000 0000 0add fc29d5b1
00001609 0000 0000 0053 5b4fde78
0000160a 0000 0000 0add 6ea298da
0000160e 0000 0000 0091 d9a921b6
0000161a 0000 0000 0add a26cff69
00001625 0000 0000 0092 9dabafb7
00001626 1354 c22a 6666 40fc8847
00001626 0000 0000 0add 3d93be86
00001628 0000 0000 0053 d47c11f6
00001629 0000 0000 0add e21fad90
0000162b 0000 0000 2223 6e0be861
0000162b 0fa6 7d08 6668 b8a72dee
0000162c e013 ff42 6668 b384bb98
0000162d 0045 0069 000b 8699ed51
0000162e 0000 0000 0add 73857d48
00001630 0000 0000 0003 859af207
00001632 0000 0000 0003 0e84ba96
00001634 0000 0000 0001 01e123a0
00001637 0000 0000 0003 77a58503
00001639 0000 0000 0004 e318bc1f
0000163c 0000 0000 0003 5b2f24fd
0000163e 0000 0000 0005 67b36329
00001640 0000 0000 0001 3b641c96
00001642 0000 0000 0003 799c6d44
00001644 0000 0000 0006 00113fab
00001646 0000 0000 0003 a26de769
00001648 0000 0000 0003 8985b71b
0000164a 0000 0000 0003 00d7d253
0000164b 0000 0000 0002 12fa5076
0000164f 00f3 005b 006f c16b0a46
00001650 0000 0000 0add 0408ed91
00001650 00f3 005b 006f 0408ed91
00001651 0000 0000 0add 8cb703cc
00001652 0000 0000 0006 ec3bb8ed
00001658 0108 0067 006f 3c1654a5
00001659 0000 0000 0add 93855b00
0000165a 0108 005b 006f a8e63889
0000165b 0000 0000 0add c752e293
0000165c 0000 0000 0004 92c385be
00001660 00f1 0061 006f baf65157
00001661 0000 0000 0add d6c5cdac
00001664 00f3 0067 006f 697c9b16
00001665 0000 0000 0add 1441b3b0
00001666 0000 0000 0006 89350a86
00001668 0104 0061 006f d65094d9
00001669 0000 0000 0add 030785b8
00001669 0000 0000 0002 030785b8
0000166e 0000 0000 0001 6e361d0f
00001670 0000 0000 0002 a7d5b406
00001672 0108 005b 006f 5e1cde2f
00001673 0000 0000 0add ae492418
00001674 0000 0000 0001 1781961d
00001676 0108 0067 006f a5c1101e
00001677 0000 0000 0add 36574c9d
00001677 0108 0067 006f 36574c9d
00001678 0000 0000 0add 96e1708c
00001678 0000 0000 0004 96e1708c
0000167a 0108 005b 006f dd8e9da1
0000167b 0000 0000 0add e9e53b27
0000167d 0000 0000 0001 6f857067
0000167f 00f3 0067 006f a3c6c2c5
00001680 0000 0000 0add 2844534d
00001681 0000 0000 0004 585cb2ce
00001682 0000 0000 0002 7fa43e8d
00001683 00f3 0067 006f 48926c85
00001684 0000 0000 0add caf42feb
0000168c 004e 008a 0050 899df437
0000168d 0000 0000 0add bb11fa42
0000168f 0000 0000 0053 e3d90d48
00001690 0000 0000 0add 53c6272f
00001693 0000 0000 0037 9c0ad58f
00001694 0000 0000 0add 6985b2f8
00001695 0000 0000 000b e5982c66
00001696 0000 0000 0add b14d9c1c
00001698 0089 008e 0050 42827641
00001699 0000 0000 0add 089f6675
0000169a 0067 008e 0050 1a2aa21a
0000169b 0000 0000 0add 357ac27f
0000169d 0000 0000 0002 f8ce2dd7
000016a1 0000 0000 0001 4bb37486
000016a4 0000 0000 0003 b8faa364
000016a6 0000 0000 0002 9ce83189
000016ab 0000 0000 0003 f67dc785
000016ad 006f 008a 0050 9aea5465
000016ae 0000 0000 0add 7bf33508
000016ae 006f 008a 0050 7bf33508
000016af 0000 0000 0add 80c0eb13
000016b1 0000 0000 0002 28e9e2a7
000016b3 0000 0000 0003 a8953da6
000016b5 0000 0000 0001 758738b1
000016ba 0000 0000 0003 e33dce7b
000016bc 0000 0000 0003 94ada45b
000016bf 0000 0000 0001 8f1e9c95
000016ca 0000 0000 0001 416ab588
000016cc 0000 0000 0003 d11b9122
000016ce 0000 0000 0003 bde2b3e0
000016d1 0000 0000 0003 8e62926e
000016d3 0000 0000 0003 59e8661d
000016d5 0000 0000 0004 298f7bda
000016d7 0000 0000 0003 ba3091d0
000016d9 0000 0000 0003 fd18deb4
000016db 0000 0000 0001 60f17063
000016dd 0000 0000 0003 e550c854
000016e2 00fd 0067 006f 0f31e921
000016e3 0000 0000 0add f71e0c4a
000016e4 00f3 0067 006f 310aaa9e
000016e5 0000 0000 0add 227ed478
000016e6 0000 0000 0004 ff13db98
000016e7 00f3 0067 006f 2e4519d8
000016e8 0000 0000 0add cbaa0ba3
000016e9 0000 0000 0001 0979ff6f
000016ea 0108 0067 006f 14763d83
000016eb 0000 0000 0add 117e52e6
000016f1 0108 005b 006f d39528e8
000016f2 0000 0000 0add 270aa79c
000016f3 0000 0000 0006 9010d890
000016f4 00f8 0060 006f a90fde59
000016f5 0000 0000 0add 709e3402
000016fc 0000 0000 0002 aa8f5c7e
000016fe 00f3 0067 006f b9c554b4
000016ff 0000 0000 0add a378cebb
00001700 0000 0000 0006 10b5cdb7
00001702 0108 0067 006f 98736d97
00001703 0000 0000 0add 7059feed
00001703 0000 0000 0002 7059feed
00001705 0108 005b 006f e1874070
00001706 0000 0000 0add bfc3c436
00001707 0000 0000 0006 bba49d57
00001709 00f3 0067 006f 0449b2be
0000170a 0000 0000 0add 37e1a6fe
0000170b 0108 0067 006f 664b791e
0000170c 0000 0000 0add e23f3903
00001719 0000 0000 0002 f888b26c
0000171a 0108 005b 006f 565e6c55
0000171b 0000 0000 0add f6686583
0000171c 0000 0000 0006 e3efd7de
0000171d 00f3 0067 006f c1bfb60a
0000171e 0000 0000 0add a41c8836
00001721 0000 0000 0002 7b3fab12
00001725 0000 0000 0001 32e71340
00001727 00f3 0067 006f 8b7251b6
00001728 0000 0000 0add 346f28d4
00001729 0000 0000 0004 30b5af89
0000172b 0104 0061 006f 982aa06a
0000172c 0000 0000 0add d9c73932
0000172f 0000 0000 0001 33faee0d
00001730 0108 005b 006f fa641597
00001731 0000 0000 0add a12ae9be
00001734 0000 0000 0004 42dcafcd
00001735 0108 0067 006f dfacf94e
00001736 0000 0000 0add 1b5e867e
00001737 0000 0000 0001 0ff02f12
00001738 0108 005b 006f 8835efc3
00001739 0000 0000 0add c2f84f82
0000173a 0000 0000 0004 00be7591
0000173c 00f3 0067 006f 4eb7e4a6
0000173d 0000 0000 0add b44cd7b4
0000173d 0000 0000 0001 b44cd7b4
0000173e 00f3 0067 006f 349503c0
0000173f 0000 0000 0add bc6e9c28
00001741 0108 0067 006f 2371176d
00001742 0000 0000 0add 781f5743
00001746 0000 0000 0002 09fa022e
00001748 0000 0000 0001 339da9d2
00001749 0108 005b 006f 8689b33c
0000174a 0000 0000 0add f853a9b4
0000174b 0000 0000 0004 0e89a76b
0000174c 00f3 0067 006f 4600b914
0000174d 0000 0000 0add 7337de34
00001750 00f3 0067 006f 89a9571d
00001751 0000 0000 0add b6180cf4
00001752 0000 0000 0006 3f0290cd
00001758 0000 0000 0004 4f477713
0000175c 0049 008a 0050 980df687
0000175d 0000 0000 0add f675d927
0000175e 0000 0000 0053 03ce68ef
0000175f 0000 0000 0add e69ff04e
00001762 0000 0000 002e 3016ba30
00001763 0000 0000 0add 4883a1ca
00001763 0000 0000 000b 4883a1ca
00001764 0000 0000 0add ce72f228
0000176b 00ef 0030 0064 a5ef44cd
0000176c 0000 0000 0add 70862da7
00001771 00ff 0038 0064 efffc61a
00001772 0000 0000 0add 0bdae2f9
00001773 010c 0044 0064 11c8ac6a
00001774 0000 0000 0add b2adda09
0000177d 011d 002d 0064 68534551
0000177e 0000 0000 0add c52080fb
00001782 00f1 0038 0064 d78d2bc3
00001783 0000 0000 0add cd6276e9
00001785 011b 0038 0064 6b54e0f7
00001786 0000 0000 0add 2f1e4ac8
00001787 010c 0044 0064 0d97f8ec
00001788 0000 0000 0add c303a7ca
0000178f 012b 002d 0064 25297208
00001790 0000 0000 0add bc692eb8
00001793 00f1 0038 0064 beb6d93b
00001794 0000 0000 0add 67eb12a6
00001795 011b 0038 0064 99aa8ad7
00001796 0000 0000 0add 7743df4f
0000179e 0139 002d 0064 ace5b103
0000179f 0000 0000 0add b78b2efc
000017a1 00ff 0038 0064 7250d422
000017a2 0000 0000 0add 044d5cd4
000017a4 011b 0038 0064 3e3484a2
000017a5 0000 0000 0add d77e2f29
000017a7 010c 0044 0064 a79c56b6
000017a8 0000 0000 0add 10c381e6
000017ab 0000 0000 0003 9b2240fc
000017ad 0000 0000 0002 1e7f1d4d
000017af 0000 0000 0003 cdb9f55d
000017b2 0000 0000 0003 69d46929
000017b5 0000 0000 0002 e593a2b4
000017b8 0000 0000 0001 245edbf3
000017ba 0000 0000 0003 3e91774d
000017bc 0000 0000 0004 01d83126
000017be 0000 0000 0003 9d5cf29a
000017c0 0000 0000 0003 f1ff6ef4
000017c2 0000 0000 0003 193721b2
000017c4 0000 0000 0006 68d9f8a1
000017c6 0000 0000 0003 1bdc2def
000017c8 0000 0000 0003 bece79d0
000017ca 0000 0000 0003 52caf087
000017cc 0000 0000 0003 44874a46
000017d2 006f 0052 0050 ea6e1e03
000017d3 0000 0000 0add 284d0a31
000017d5 0000 0000 0006 84f994a5
000017d7 0000 0000 0003 4513f8a4
000017d9 0000 0000 0003 ddd9379a
000017dc 0000 0000 0002 8e41f8ab
000017e0 0000 0000 0003 13d4e677
000017e2 0000 0000 0003 f150566d
000017e4 0000 0000 0003 c5695c02
000017e6 0000 0000 0003 9791dce6
000017e8 0000 0000 0003 0c78ca5a
000017ea 0000 0000 0003 1d910523
000017ec 0000 0000 0003 6eafec89
000017ee 0000 0000 0003 84dc3799
000017f0 0000 0000 0003 fcd2b36b
000017f2 0000 0000 0003 5e28bef5
000017f4 0000 0000 0003 84ee33d5
000017f6 0000 0000 0003 affa4aef
000017f8 0000 0000 0003 d8e6af3d
000017fa 0000 0000 0003 effe4969
000017fd 0000 0000 0005 2c664706
000017ff 00f3 0067 006f 223e68c2
00001800 0000 0000 0add d40e7f86
00001813 0000 0000 0003 20cf5021
00001815 00f3 0067 006f 23409eac
00001816 0000 0000 0add f719f9b6
00001817 0000 0000 0005 155a2830
0000181f 0000 0000 0001 b1ad6878
00001821 0000 0000 0001 36b8c700
00001825 0000 0000 0003 45a8439a
00001826 0000 0000 0002 5aca6eed
00001828 0000 0000 0003 796985e9
0000182a 0000 0000 0003 87ec230d
0000182b 0000 0000 0002 7ff82de7
0000182d 0000 0000 0003 8dc9b650
0000182f 0000 0000 0003 b10ee7b7
00001831 0000 0000 0003 dfafb2eb
00001834 0000 0000 0003 a960cb83
00001835 0000 0000 0001 4e54fbff
00001837 0000 0000 0003 a61314b2
00001839 0000 0000 0003 cea5ee74
0000183b 0000 0000 0003 77aef5a9
0000183d 0000 0000 0002 fc147b70
00001840 0000 0000 0003 189f9254
00001843 0000 0000 0003 9b5cf628
00001847 0000 0000 0003 da493a20
00001849 0000 0000 0003 bb5b78ac
0000184e 0000 0000 0003 c8966839
0000184f 0000 0000 0002 7d12dfc3
00001852 0000 0000 0003 ee9f6fa8
00001854 0000 0000 0003 3cb7f13f
00001856 0000 0000 0006 768c9e99
00001859 0000 0000 0002 cbfb9ebc
0000185b 0000 0000 0003 7da3633c
0000185d 0000 0000 0003 61135d13
0000185f 0000 0000 0003 faac1880
00001861 0000 0000 0003 50444bb0
00001863 0000 0000 0003 3b933079
00001866 0000 0000 0002 f9bc25d1
00001869 0000 0000 0001 8878c769
0000186c 0000 0000 0003 38eb98f9
0000186e 0000 0000 0003 3c03e43f
00001870 0000 0000 0001 b10d9f50
00001872 0000 0000 0003 c0354096
00001874 0000 0000 0003 f13b38b9
00001875 0000 0000 0002 273bcceb
00001877 0000 0000 0003 6ea834f1
0000187a 0000 0000 0006 f766cfa2
0000187d 0000 0000 0004 f26d5fcf
0000187f 0000 0000 0004 ca821703
00001883 0000 0000 0001 bd6b87d1
00001885 0000 0000 0003 1287e334
00001887 0000 0000 0003 f686c563
000018a1 0071 0054 0053 4525471a
000018a2 0000 0000 0add bfce39a8
000018a4 0000 0000 000b d6dd688f
000018a5 0000 0000 0add 2bccf431
000018a7 0000 0000 0006 1ad42289
000018ac 0000 0000 0006 c117f956
000018af 0000 0000 0053 ab993c8f
000018b0 0000 0000 0add c2bb5f1c
000018b7 00a9 0011 000e ad5b7da9
000018b8 0000 0000 0add 58f77b03
000018ba 0000 0000 000b d62c35aa
000018bb 0000 0000 0add 9cc9be15
000018be 006f 0052 0050 b0481c6b
000018bf 0000 0000 0add 87c4c629
000018c6 0000 0000 0001 c5551f9e
000018cd 0000 0000 0053 9042e0cb
000018ce 0000 0000 0add fceb2fe9
000018d9 0000 0000 0008 42590131
000018da 0000 0000 0add 49920a8d
000018e1 0000 0000 0009 ce410ab2
000018e2 0000 0000 0add 9a27d2f2
000018e7 0000 0000 000a 17827b4e
000018e8 0000 0000 0add 703ec7e3
000018f0 0000 0000 0029 403f09ad
000018f1 0000 0000 0add a421d444
000018f4 0000 0000 000b 8a08febb
000018f5 0000 0000 0add 70aa4107
000018f7 0000 0000 0002 ed0627e1
000018fa 0000 0000 0002 9253c49a
000018fd 0000 0000 0003 5d7f2bc0
00001900 0000 0000 0003 1d796741
00001902 0000 0000 0004 cae75fb6
00001904 0000 0000 0004 77f16a07
00001909 0000 0000 0002 13c8b600
0000190c 0000 0000 0001 3798c134
00001912 0000 0000 0006 1d45ad7a
00001916 0000 0000 0001 9b5de1e6
00001919 0000 0000 0003 43a49b3f
0000191c 006f 0052 0050 c8ddf11a
0000191d 0000 0000 0add 0d2d72c8
00001926 0000 0000 0006 981f30bd
00001929 0000 0000 0003 9442dc72
0000192b 0000 0000 0003 1c251dd9
0000192e 0000 0000 0001 a0d66c37
00001931 0000 0000 0002 e43e01c8
00001933 0000 0000 0002 886ff83f
00001937 0000 0000 0003 248b0078
00001939 0000 0000 0001 00a7093b
0000193d 00f8 006d 006f 932caefe
0000193e 0000 0000 0add 0585cbb2
0000193f 00f3 0067 006f c382bf35
00001940 0000 0000 0add c6b2fffe
0000194f 010a 002b 0064 00cc40e3
00001950 0000 0000 0add 6b070113
00001955 011b 0038 0064 85c93c11
00001956 0000 0000 0add 639978d8
00001957 010c 0044 0064 c243a394
00001958 0000 0000 0add 89967af6
0000195e 00ee 002d 0064 491c52b3
0000195f 0000 0000 0add 586a11ad
00001964 00f1 0038 0064 ffa4f84e
00001965 0000 0000 0add bf18358b
00001966 00ff 0038 0064 684f6dfe
00001967 0000 0000 0add 6856ad59
00001970 0000 0000 0001 0c38947d
00001972 0000 0000 0003 35ea86c4
00001974 0000 0000 0001 9f7e295e
00001976 0000 0000 0003 83324713
00001978 0000 0000 0003 7c8baa80
00001979 0000 0000 0002 f1e6e8d6
00001980 0000 0000 0003 9db63b2a
00001983 0000 0000 0003 7b4a6840
00001987 0000 0000 0003 e41dfe6e
00001988 0000 0000 0002 208b5441
0000198c 0000 0000 0001 1cf51d70
0000198d 0000 0000 0001 0dd6ed68
